county_fips,county_state_name,self_employed,marriage_divorce_rate,living_alone,living_alone_65over,living_grandchildren,carpool_drive_alone
1061,"Geneva County, Alabama",0.11046832,3.481742866,0.288422673,0.148686363,0.041597242,0.081182393
1063,"Greene County, Alabama",0.119320594,2.494086728,0.478064067,0.269498607,0.034136546,0.235792019
1065,"Hale County, Alabama",0.100681023,3.74796748,0.370164723,0.198593374,0.04573873,0.10798626
1067,"Henry County, Alabama",0.092337112,4.305244549,0.322913551,0.180676039,0.036316695,0.084024235
1069,"Houston County, Alabama",0.104795659,3.437033265,0.312591772,0.128734083,0.043551363,0.09532619
1071,"Jackson County, Alabama",0.079294291,3.577089684,0.294242864,0.139767779,0.040816327,0.100093765
1073,"Jefferson County, Alabama",0.079388033,3.35367699,0.336591496,0.124968961,0.038414654,0.105150408
1075,"Lamar County, Alabama",0.073592269,4.397360704,0.26876935,0.169311146,0.024208566,0.104226599
1077,"Lauderdale County, Alabama",0.077103556,4.102766383,0.293668436,0.131051076,0.038330145,0.116135174
1079,"Lawrence County, Alabama",0.109786065,4.936582109,0.295424429,0.150596305,0.034455278,0.076510721
1081,"Lee County, Alabama",0.080470218,5.292378974,0.297824019,0.083310315,0.032182643,0.098303938
1083,"Limestone County, Alabama",0.096880848,4.325240452,0.244114902,0.107228041,0.033810905,0.076173249
1085,"Lowndes County, Alabama",0.085859941,2.466302368,0.383154211,0.19420145,0.04365514,0.083627043
1087,"Macon County, Alabama",0.084558824,3.053324969,0.355910812,0.148366288,0.044473512,0.124976003
1089,"Madison County, Alabama",0.080923897,4.549093272,0.305635806,0.101467077,0.02643936,0.07821583
1091,"Marengo County, Alabama",0.081718729,3.053078556,0.415367936,0.156389755,0.046477132,0.078075207
1093,"Marion County, Alabama",0.100319986,3.3718716,0.311218007,0.15347613,0.027022781,0.104116476
1095,"Marshall County, Alabama",0.1039165,4.158439164,0.259059282,0.11850821,0.035006862,0.114934799
1097,"Mobile County, Alabama",0.088825735,3.582270144,0.322953542,0.115259547,0.042774972,0.082480479
1099,"Monroe County, Alabama",0.080064309,3.520464881,0.370101398,0.167169087,0.043577083,0.044693732
1101,"Montgomery County, Alabama",0.079293632,2.86748877,0.347254266,0.127985644,0.039505571,0.111547134
1103,"Morgan County, Alabama",0.087853046,4.391965711,0.295329556,0.144133822,0.043808834,0.089088592
1105,"Perry County, Alabama",0.129943503,2.962121212,0.387317073,0.144065041,0.049469257,0.0697419
1107,"Pickens County, Alabama",0.099208063,3.067380634,0.324862346,0.134971057,0.033088235,0.045231238
1109,"Pike County, Alabama",0.096568236,3.292234332,0.361703901,0.127375792,0.030963777,0.091369656
1111,"Randolph County, Alabama",0.082665738,4.20880558,0.287661817,0.138389277,0.024179377,0.077570487
1113,"Russell County, Alabama",0.087010401,3.411971269,0.327934532,0.107833944,0.032855773,0.084659323
1115,"St Clair County, Alabama",0.072798584,4.379855657,0.233790413,0.108103316,0.043526161,0.075398633
1117,"Shelby County, Alabama",0.09651935,5.624806119,0.245153743,0.098464954,0.031555125,0.084049741
1119,"Sumter County, Alabama",0.092114445,3.713242961,0.322217591,0.141934139,0.042777527,0.115554249
1121,"Talladega County, Alabama",0.07048266,3.622434701,0.279736704,0.11449674,0.03939603,0.115646259
1123,"Tallapoosa County, Alabama",0.109615385,3.694033199,0.306728312,0.160846818,0.041400338,0.127789833
1125,"Tuscaloosa County, Alabama",0.084386421,4.627831534,0.296909479,0.096892959,0.034384505,0.12395747
1127,"Walker County, Alabama",0.076696165,3.629127029,0.291245246,0.147665669,0.045814808,0.117605667
1129,"Washington County, Alabama",0.07073955,5.331168831,0.239375227,0.116600073,0.036143352,0.047140163
1131,"Wilcox County, Alabama",0.063378176,3.654421769,0.330539257,0.151718357,0.053480081,0.090976331
1133,"Winston County, Alabama",0.130973089,3.882876468,0.249478194,0.119301329,0.026178344,0.257023061
2013,"Aleutians East Borough, Alaska",0.093275488,5.492,0.310344828,0.126807564,0.048535565,0.332608696
2016,"Aleutians West Census Area, Alaska",0.029783647,6.212034384,0.324045408,0.056759546,0.040011682,0.193120097
2020,"Anchorage Municipality, Alaska",0.087287034,3.999028393,0.278501689,0.080459985,0.038716011,0.176803395
2050,"Bethel Census Area, Alaska",0.048003657,8.376835237,0.203066813,0.045783133,0.13361527,0.541732283
2060,"Bristol Bay Borough, Alaska",0.094117647,7.603773585,0.246478873,0.088028169,0.025490196,0.097643098
2063,"Chugach Census Area, Alaska",0.126236184,5.69966443,0.294010889,0.103811252,0.003944316,0.17357174
2066,"Copper River Census Area, Alaska",0.138790036,3.483660131,0.302752294,0.123853211,0.025,0.056100982
2068,"Denali Borough, Alaska",0.079613095,6.308988764,0.363809524,0.192380952,0.009398496,1.208219178
2070,"Dillingham Census Area, Alaska",0.043927649,4.984435798,0.197254335,0.076589595,0.122222222,0.55354201
2090,"Fairbanks North Star Borough, Alaska",0.100337469,5.119213861,0.281319786,0.088571907,0.027282829,0.184011244
2100,"Haines Borough, Alaska",0.255583127,5.25443787,0.374045802,0.240458015,0.002945508,0.18705036
2105,"Hoonah-Angoon Census Area, Alaska",0.196595745,3.349264706,0.376009227,0.160322953,0.031946956,0.094292804
2110,"Juneau City and Borough, Alaska",0.107188743,3.996350365,0.335407544,0.122685719,0.038037406,0.176824818
2122,"Kenai Peninsula Borough, Alaska",0.150156578,3.734024447,0.327830697,0.137838886,0.021743697,0.159468836
2130,"Ketchikan Gateway Borough, Alaska",0.105512489,3.716312057,0.289152299,0.11404454,0.030627182,0.244520842
2150,"Kodiak Island Borough, Alaska",0.122984199,8.204330176,0.207701019,0.077010193,0.065777308,0.255719733
2158,"Kusilvak Census Area, Alaska",0.018382353,8.680952381,0.121244635,0.054184549,0.180863477,0.519736842
2164,"Lake and Peninsula Borough, Alaska",0.022587269,7.66,0.220858896,0.058282209,0.070567986,0.15
2170,"Matanuska-Susitna Borough, Alaska",0.121157205,4.926658906,0.227589717,0.084270807,0.034367639,0.12926456
2180,"Nome Census Area, Alaska",0.026769149,4.437037037,0.204594401,0.044149318,0.133209033,0.357581967
2185,"North Slope Borough, Alaska",0.016954425,7.887429644,0.207103321,0.079335793,0.054082876,1.259488085
2188,"Northwest Arctic Borough, Alaska",0.030775076,4.71679198,0.199887387,0.038851351,0.138184791,1.047619048
2195,"Petersburg Borough, Alaska",0.189221557,6.995901639,0.261562998,0.145135566,0.035073069,0.159021407
2198,"Prince of Wales-Hyder Census Area, Alaska",0.13151184,4.489719626,0.296486718,0.125535561,0.042663892,0.28024607
2220,"Sitka City and Borough, Alaska",0.175518578,4.849489796,0.27753686,0.098872507,0.031318681,0.137765593
2230,"Skagway Municipality, Alaska",0.133848134,2.955696203,0.434146341,0.207317073,0.007290401,0.064748201
2240,"Southeast Fairbanks Census Area, Alaska",0.102685051,4.699828473,0.269072636,0.111466423,0.037557548,0.164718976
2275,"Wrangell City and Borough, Alaska",0.160736196,3.014545455,0.369612069,0.163793103,0.062276306,0.042750929
2282,"Yakutat City and Borough, Alaska",0.130434783,7.689655172,0.272727273,0.125541126,0.017291066,0.378571429
2290,"Yukon-Koyukuk Census Area, Alaska",0.048346056,3.440594059,0.388354187,0.14533205,0.052512887,0.351851852
4001,"Apache County, Arizona",0.050926434,4.338884866,0.322450217,0.125846558,0.083062277,0.055700909
4003,"Cochise County, Arizona",0.098665158,3.725326023,0.337620773,0.182266506,0.033878476,0.11274387
4005,"Coconino County, Arizona",0.085438893,4.557790852,0.270055584,0.086646279,0.056378215,0.163199178
4007,"Gila County, Arizona",0.121549326,3.441740189,0.330368935,0.199700625,0.033319822,0.19662672
4009,"Graham County, Arizona",0.081271331,3.364365141,0.218006324,0.090031619,0.057601643,0.123686268
4011,"Greenlee County, Arizona",0.045564127,4.147157191,0.298728814,0.118038741,0.058156819,0.150426847
4012,"La Paz County, Arizona",0.106822755,3.991465863,0.342049153,0.202109752,0.037895422,0.145441389
4013,"Maricopa County, Arizona",0.098794787,4.15121937,0.260687697,0.100242561,0.0369098,0.142551445
4015,"Mohave County, Arizona",0.107849469,3.343736439,0.309712196,0.179018378,0.026772812,0.147049121
4017,"Navajo County, Arizona",0.101092172,4.420154686,0.256941302,0.1127113,0.075060797,0.129953771
4019,"Pima County, Arizona",0.10012593,3.550386186,0.311003959,0.135590616,0.033459723,0.135234854
4021,"Pinal County, Arizona",0.084012602,4.34556974,0.210931415,0.112033798,0.039545764,0.157281059
4023,"Santa Cruz County, Arizona",0.106793049,4.125165856,0.235841691,0.117470422,0.069110512,0.137138571
4025,"Yavapai County, Arizona",0.163900415,3.523596511,0.314927446,0.1904601,0.024129735,0.134550648
4027,"Yuma County, Arizona",0.063137789,5.39994826,0.22101556,0.123369667,0.053158111,0.155660377
5001,"Arkansas County, Arkansas",0.139764319,3.43647541,0.30218021,0.132794633,0.044011346,0.084429825
5003,"Ashley County, Arkansas",0.063032887,3.515249538,0.348762858,0.168612733,0.030737705,0.068449762
5005,"Baxter County, Arkansas",0.136490794,3.945450965,0.332632354,0.205351979,0.020964848,0.160566706
5007,"Benton County, Arkansas",0.107967029,6.02112085,0.222082485,0.080987673,0.032298521,0.105402712
5009,"Boone County, Arkansas",0.115692801,4.317116658,0.299762721,0.133337727,0.051963193,0.109685039
5011,"Bradley County, Arkansas",0.067022697,2.579763663,0.369110677,0.1672707,0.06402345,0.098438993
5013,"Calhoun County, Arkansas",0.054169203,3.109028961,0.289719626,0.173564753,0.048765239,0.114860014
5015,"Carroll County, Arkansas",0.161014075,4.978787879,0.253500044,0.138504887,0.026995116,0.13365484
5017,"Chicot County, Arkansas",0.106582126,2.559360731,0.383483034,0.179141717,0.044576297,0.061998541
5019,"Clark County, Arkansas",0.069611916,4.275981524,0.299308611,0.127215588,0.02360093,0.167615609
5021,"Clay County, Arkansas",0.125176692,3.502277904,0.311067128,0.195282863,0.048035395,0.107433102
5023,"Cleburne County, Arkansas",0.157042404,3.945254292,0.307641634,0.161678901,0.044712197,0.124237603
5025,"Cleveland County, Arkansas",0.111187137,3.656321839,0.284828592,0.166666667,0.035799051,0.068073248
5027,"Columbia County, Arkansas",0.095212305,4.04954955,0.31216458,0.159085101,0.033389518,0.07745754
5029,"Conway County, Arkansas",0.134628265,3.242851697,0.267276181,0.137853242,0.043923755,0.15392311
5031,"Craighead County, Arkansas",0.112556803,3.959465859,0.270123492,0.101697717,0.037490424,0.116490346
5033,"Crawford County, Arkansas",0.108170638,4.026612398,0.246755532,0.111697682,0.035634149,0.084251706
5035,"Crittenden County, Arkansas",0.088626873,2.599191028,0.29278528,0.098186905,0.053023663,0.168781165
5037,"Cross County, Arkansas",0.100096246,3.268072289,0.257617307,0.129189519,0.081632653,0.146123431
5039,"Dallas County, Arkansas",0.058622002,3.226308345,0.370467453,0.220183486,0.054330884,0.093095768
5041,"Desha County, Arkansas",0.075425191,3.420682731,0.345861395,0.184227678,0.062211982,0.120559115
5043,"Drew County, Arkansas",0.076966135,3.363446475,0.297844641,0.170403587,0.043413323,0.095697832
5045,"Faulkner County, Arkansas",0.087116922,4.42785848,0.245695839,0.08184235,0.033712971,0.095013199
5047,"Franklin County, Arkansas",0.111819665,3.657009829,0.310216257,0.157196122,0.042007001,0.096734977
5049,"Fulton County, Arkansas",0.110614262,2.937103289,0.34623431,0.1958159,0.043969541,0.169157393
5051,"Garland County, Arkansas",0.120484207,3.083269846,0.299329014,0.163257751,0.040487451,0.136511508
5053,"Grant County, Arkansas",0.073759959,5.078630311,0.269107351,0.125291715,0.040708272,0.096830986
5055,"Greene County, Arkansas",0.108625878,3.076999668,0.271687053,0.13195423,0.028310666,0.12975628
5057,"Hempstead County, Arkansas",0.072120977,3.553099471,0.323997281,0.146159075,0.054209446,0.119787718
5059,"Hot Spring County, Arkansas",0.088930494,3.456852792,0.271008403,0.126806723,0.03827183,0.153571773
5061,"Howard County, Arkansas",0.112047967,3.812030075,0.289816233,0.157733538,0.04753317,0.159554731
5063,"Independence County, Arkansas",0.091725385,4.132763975,0.273496567,0.117361448,0.048129027,0.113857621
5065,"Izard County, Arkansas",0.156689721,3.206287921,0.334226804,0.173195876,0.075134353,0.113201912
5067,"Jackson County, Arkansas",0.109041653,1.898251748,0.335349902,0.137017659,0.042438844,0.127897351
5069,"Jefferson County, Arkansas",0.081404472,3.015953692,0.336271522,0.13679051,0.041258894,0.073628602
5071,"Johnson County, Arkansas",0.086205164,3.727806563,0.289928276,0.113950904,0.046713465,0.102892713
5073,"Lafayette County, Arkansas",0.123821765,3.907232704,0.296427169,0.158617982,0.052594172,0.105013193
5075,"Lawrence County, Arkansas",0.125077018,3.295171727,0.281176286,0.141531687,0.042435238,0.105921913
5077,"Lee County, Arkansas",0.15521327,1.642914331,0.347641145,0.194122196,0.020605847,0.166300768
5079,"Lincoln County, Arkansas",0.09273183,2.353838065,0.279159266,0.156305506,0.014557671,0.097893031
5081,"Little River County, Arkansas",0.058858502,3.275342466,0.292141952,0.144486692,0.026692456,0.089648799
5083,"Logan County, Arkansas",0.095823891,4.219349086,0.282569899,0.131469363,0.068274238,0.146426577
5085,"Lonoke County, Arkansas",0.089273957,4.297238471,0.238416358,0.093285476,0.04794229,0.106583946
5087,"Madison County, Arkansas",0.219086784,5.312585499,0.23936,0.10832,0.048346056,0.082588112
5089,"Marion County, Arkansas",0.121886416,3.434916447,0.300280112,0.172829132,0.037623762,0.160592004
5091,"Miller County, Arkansas",0.066497588,2.552832244,0.328941562,0.122612368,0.063102542,0.123617339
5093,"Mississippi County, Arkansas",0.095254937,3.358462676,0.295834722,0.123492169,0.062955543,0.154967083
5095,"Monroe County, Arkansas",0.141501294,3.434850863,0.429936306,0.234253362,0.051109617,0.153685311
5097,"Montgomery County, Arkansas",0.149892275,3.456111567,0.272777933,0.154639175,0.029031188,0.169957414
5099,"Nevada County, Arkansas",0.095222828,2.175934366,0.355738744,0.114140774,0.065870498,0.19890153
5101,"Newton County, Arkansas",0.162180814,3.554153523,0.290189329,0.150430293,0.013383939,0.086337761
5103,"Ouachita County, Arkansas",0.089443333,3.197735544,0.320605272,0.139614612,0.053442465,0.069701853
5105,"Perry County, Arkansas",0.100520833,4.358472998,0.22277357,0.128493079,0.029252111,0.107609042
5107,"Phillips County, Arkansas",0.074106827,3.088275862,0.372491909,0.158414239,0.061207779,0.150827852
5109,"Pike County, Arkansas",0.140632374,5.393461105,0.29972548,0.149987522,0.036935287,0.16935003
5111,"Poinsett County, Arkansas",0.105319036,2.57151552,0.30808192,0.102070029,0.036358512,0.118312483
5113,"Polk County, Arkansas",0.1559238,4.624802943,0.303615395,0.160036284,0.016365959,0.180481969
5115,"Pope County, Arkansas",0.101737978,4.161194522,0.283693633,0.121685526,0.040218095,0.132580971
5117,"Prairie County, Arkansas",0.157259197,2.804149378,0.34037417,0.232649366,0.029912234,0.118079888
5119,"Pulaski County, Arkansas",0.089936288,3.00316988,0.363132421,0.117996281,0.030430394,0.107340674
5121,"Randolph County, Arkansas",0.133958567,3.558525346,0.324200278,0.15605007,0.046996497,0.133940853
5123,"St Francis County, Arkansas",0.091469552,2.592648731,0.353246112,0.142310541,0.026026924,0.10333935
5125,"Saline County, Arkansas",0.08889678,4.790449157,0.239306716,0.097781904,0.033029757,0.126831222
5127,"Scott County, Arkansas",0.090218191,4.252863436,0.286849526,0.136375288,0.037381703,0.114540059
5129,"Searcy County, Arkansas",0.103578802,3.909592062,0.273405699,0.183175034,0.025574015,0.169344333
5131,"Sebastian County, Arkansas",0.093016,3.783414924,0.28477498,0.116732868,0.040642099,0.120542191
5133,"Sevier County, Arkansas",0.120757465,4.562105263,0.268266282,0.105538517,0.038600451,0.286066078
5135,"Sharp County, Arkansas",0.117581366,3.295594714,0.289957977,0.155484712,0.038262931,0.185101114
5137,"Stone County, Arkansas",0.157665728,2.385516507,0.316423589,0.202282815,0.071479039,0.144758195
5139,"Union County, Arkansas",0.087666338,3.492155443,0.328714859,0.125301205,0.029566878,0.078700995
5141,"Van Buren County, Arkansas",0.115164916,3.223980815,0.311868872,0.193180155,0.028058463,0.164403851
5143,"Washington County, Arkansas",0.10171831,4.506572246,0.277774816,0.087245817,0.02889084,0.149569711
5145,"White County, Arkansas",0.114131614,3.502570547,0.270876754,0.116923718,0.0415567,0.102479154
5147,"Woodruff County, Arkansas",0.133840304,4.715053763,0.331683168,0.154226961,0.032085561,0.037004405
5149,"Yell County, Arkansas",0.128219485,4.452944137,0.254676816,0.121016643,0.049342626,0.151545651
6001,"Alameda County, California",0.094513383,6.255453555,0.248812771,0.093779979,0.039925017,0.149508114
6003,"Alpine County, California",0.09752322,3.496732026,0.31954023,0.156321839,0.062370062,0.138539043
6005,"Amador County, California",0.162184292,3.300073774,0.294569705,0.154525246,0.038032147,0.111073079
6007,"Butte County, California",0.119503449,3.573154753,0.272758915,0.119504555,0.028832772,0.12924446
6009,"Calaveras County, California",0.144626195,4.342095016,0.225782068,0.144202814,0.035801025,0.132439162
6011,"Colusa County, California",0.127878289,6.061611374,0.263993541,0.155139935,0.060651828,0.147851229
6013,"Contra Costa County, California",0.113385618,5.645978256,0.220354582,0.106311056,0.041936719,0.156522822
6015,"Del Norte County, California",0.150020178,2.854587421,0.267576076,0.136726128,0.042011135,0.193040716
6017,"El Dorado County, California",0.142100297,5.431118798,0.237132597,0.122143902,0.027093615,0.108549282
6019,"Fresno County, California",0.089601062,4.974526396,0.228441641,0.094925893,0.056593785,0.154213179
6021,"Glenn County, California",0.119638284,5.976779404,0.244508315,0.10059536,0.04621139,0.150548138
6023,"Humboldt County, California",0.166856803,2.817965124,0.315515185,0.129938526,0.018856701,0.156893741
6025,"Imperial County, California",0.07833226,4.807695539,0.225884655,0.099119599,0.078870537,0.10952986
6027,"Inyo County, California",0.113150586,3.782949791,0.367307937,0.161167028,0.022538738,0.210058612
6029,"Kern County, California",0.090931884,5.050052593,0.207348495,0.085045352,0.052494324,0.150244695
6031,"Kings County, California",0.071170746,5.084039276,0.179657751,0.076868376,0.052465974,0.175019639
6033,"Lake County, California",0.147748741,2.970566683,0.319288708,0.167704912,0.034134425,0.165465054
6035,"Lassen County, California",0.10061988,4.076363636,0.268459384,0.152605042,0.018341929,0.146907951
6037,"Los Angeles County, California",0.133136261,5.238400012,0.258908392,0.089518488,0.05010421,0.136729993
6039,"Madera County, California",0.101327182,4.309126518,0.167248102,0.092277174,0.061618781,0.17206004
6041,"Marin County, California",0.212006268,4.190928853,0.291257268,0.161933873,0.013892107,0.135532021
6043,"Mariposa County, California",0.116243795,4.657668712,0.327892589,0.174674214,0.036495767,0.236020334
6045,"Mendocino County, California",0.181309442,2.984836028,0.325578031,0.189107851,0.03380883,0.13027365
6047,"Merced County, California",0.084028832,5.440798531,0.194091348,0.080993233,0.064140278,0.127847993
6049,"Modoc County, California",0.147114178,4.736842105,0.292976785,0.150749339,0.019397993,0.096461668
6051,"Mono County, California",0.20401154,6.952008929,0.29143066,0.054083684,0.003739801,0.170358883
6053,"Monterey County, California",0.104121556,5.695784518,0.203805364,0.100616158,0.053127379,0.148566981
6055,"Napa County, California",0.124592465,4.787079163,0.253850217,0.136758909,0.030270342,0.129684418
6057,"Nevada County, California",0.211255104,3.63456985,0.283641193,0.157913799,0.022043711,0.099186011
6059,"Orange County, California",0.124959484,5.523030845,0.216383784,0.093047269,0.041632769,0.126578977
6061,"Placer County, California",0.119399452,5.1423942,0.235772304,0.127778834,0.027527659,0.087887047
6063,"Plumas County, California",0.162268095,3.162995595,0.29553307,0.157946693,0.029444522,0.11514724
6065,"Riverside County, California",0.101756942,5.313231252,0.200053068,0.097828464,0.06035815,0.14845848
6067,"Sacramento County, California",0.097304551,4.193601101,0.2592967,0.102797523,0.043224901,0.136028833
6069,"San Benito County, California",0.101634929,5.491039427,0.159530526,0.075811001,0.052447828,0.16328824
6071,"San Bernardino County, California",0.093634863,5.060553456,0.182695688,0.075155168,0.062039197,0.141033207
6073,"San Diego County, California",0.114420332,4.971033923,0.240531973,0.091500987,0.036747208,0.122092105
6075,"San Francisco County, California",0.105902816,5.089940431,0.370705184,0.114490553,0.02181704,0.224454929
6077,"San Joaquin County, California",0.088348468,5.335148895,0.199816362,0.089258412,0.060340905,0.160073069
6079,"San Luis Obispo County, California",0.13463264,4.659995098,0.266440948,0.140158558,0.027861567,0.133490368
6081,"San Mateo County, California",0.101976063,6.613715017,0.231879178,0.098648245,0.035193138,0.152695396
6083,"Santa Barbara County, California",0.118002953,4.969907696,0.243366299,0.118332523,0.04535838,0.183757298
6085,"Santa Clara County, California",0.081591981,7.354632246,0.210024725,0.077757891,0.039839248,0.139414644
6087,"Santa Cruz County, California",0.137035435,4.309955799,0.246126421,0.120555101,0.027441416,0.137642375
6089,"Shasta County, California",0.120672485,3.465387383,0.273320489,0.138495507,0.027185868,0.121393716
6091,"Sierra County, California",0.148833467,5.403846154,0.366519824,0.133039648,0.022412971,0.063444109
6093,"Siskiyou County, California",0.141731336,3.213586856,0.339407502,0.180093777,0.020708682,0.124388424
6095,"Solano County, California",0.087279292,4.561668745,0.235187467,0.10028583,0.04783736,0.155177741
6097,"Sonoma County, California",0.139124297,3.871647175,0.269513269,0.143261641,0.022338624,0.129386028
6099,"Stanislaus County, California",0.094589009,4.76607413,0.203303613,0.090715631,0.056397196,0.130299863
6101,"Sutter County, California",0.109630541,4.771947033,0.217336037,0.105868466,0.059262571,0.168653214
6103,"Tehama County, California",0.099035043,4.01037376,0.263655931,0.131096942,0.058521811,0.103158636
6105,"Trinity County, California",0.274615385,1.425556858,0.409629765,0.193324822,0.019154784,0.048558422
6107,"Tulare County, California",0.100008906,5.124988341,0.173476932,0.075097746,0.067931065,0.185703321
6109,"Tuolumne County, California",0.151567526,2.951094795,0.341421751,0.179186194,0.021173561,0.108147366
6111,"Ventura County, California",0.112702651,5.093987749,0.217276794,0.106721131,0.043839182,0.133398162
6113,"Yolo County, California",0.089470558,5.655132889,0.219257099,0.091634147,0.031426886,0.117542136
6115,"Yuba County, California",0.093691759,4.32571755,0.227953713,0.09758044,0.045256475,0.141925513
8001,"Adams County, Colorado",0.089245241,4.504710363,0.227127492,0.077230411,0.048867772,0.146141033
8003,"Alamosa County, Colorado",0.12473091,3.206953642,0.300417246,0.095503013,0.024092259,0.153387444
8005,"Arapahoe County, Colorado",0.102517656,4.336089502,0.27527308,0.092402423,0.030426435,0.115082578
8007,"Archuleta County, Colorado",0.324907934,5.933118453,0.237887766,0.126524922,0.019079686,0.210943493
8009,"Baca County, Colorado",0.256358768,5.414634146,0.383354351,0.177805801,0.029978587,0.077954736
8011,"Bent County, Colorado",0.145065398,2.958748222,0.335176991,0.164823009,0.035883905,0.112509252
8013,"Boulder County, Colorado",0.139050978,4.113881314,0.294692256,0.11237724,0.01411,0.10396128
8014,"Broomfield County, Colorado",0.089113876,5.134920635,0.271766934,0.083413613,0.021343635,0.103348708
8015,"Chaffee County, Colorado",0.216636197,4.268325189,0.287227002,0.146922568,0.008356354,0.129382452
8017,"Cheyenne County, Colorado",0.207674944,6.834645669,0.336486486,0.127027027,0.028448276,0.152207002
8019,"Clear Creek County, Colorado",0.12450805,3.537903226,0.361080846,0.185661364,0.005547081,0.137628554
8021,"Conejos County, Colorado",0.142204827,4.231428571,0.408811144,0.184321348,0.051501205,0.244794312
8023,"Costilla County, Colorado",0.141578519,3.767156863,0.314379085,0.164705882,0.04857487,0.295392954
8025,"Crowley County, Colorado",0.072372561,2.3062954,0.396197719,0.210646388,0.025728538,0.130971993
8027,"Custer County, Colorado",0.234604106,7.162162162,0.264557542,0.126547455,0.013196876,0.134511914
8029,"Delta County, Colorado",0.188256461,2.789239568,0.32088396,0.16684335,0.030719106,0.133156254
8031,"Denver County, Colorado",0.098625655,3.41372267,0.390956887,0.097905649,0.024178651,0.110638644
8033,"Dolores County, Colorado",0.154706431,5.888372093,0.302953586,0.138396624,0,0.104477612
8035,"Douglas County, Colorado",0.116190544,6.877584686,0.190519129,0.070000227,0.023428737,0.080815549
8037,"Eagle County, Colorado",0.149349841,5.102645503,0.255327624,0.072445728,0.010934696,0.133472222
8039,"Elbert County, Colorado",0.156803273,8.590692124,0.13422325,0.067584612,0.028445042,0.11350872
8041,"El Paso County, Colorado",0.104127103,4.585997023,0.24441783,0.08764306,0.030581434,0.128531323
8043,"Fremont County, Colorado",0.143814892,2.965243727,0.306103977,0.14697064,0.024347223,0.127632213
8045,"Garfield County, Colorado",0.164884554,5.057424271,0.23992854,0.090174185,0.038727117,0.23308958
8047,"Gilpin County, Colorado",0.119753777,2.781065089,0.352260778,0.082018927,0.014828545,0.170155039
8049,"Grand County, Colorado",0.076143865,4.861352981,0.3497916,0.137223469,0.003386418,0.106698389
